pedido_id;vendedor;categoria;produto;status_pedido;quantidade;valor_unitario;prazo_entrega_dias
26911;Leandro Reis;Brinquedos;Violão Infantil;Entregue;1;375.94;10
26912;Juliana Martins;Eletrônicos;Smart TV;Cancelado;5;2024.73;7
26913;Fernanda Costa;Brinquedos;Telescópio Infantil;Entregue;1;287.48;8
26914;Rafael Oliveira;Casa e Decoração;Fritadeira Air Fryer;Em trânsito;5;652.24;11
26915;Fernanda Costa;Brinquedos;Patins;Cancelado;3;268.1;9
26916;Leandro Reis;Casa e Decoração;Cafeteira Elétrica;Cancelado;4;164.31;15
26917;Juliana Martins;Esportes;Bicicleta Ergométrica;Entregue;5;1240.28;2
26918;Carlos Souza;Casa e Decoração;Jogo de Panelas;Entregue;5;533.37;10
26919;Bruno Alves;Esportes;Halteres;Entregue;1;70.68;5
26920;Patrícia Rocha;Eletrônicos;SSD Externo;Entregue;2;446.08;13
26921;Henrique Dias;Casa e Decoração;Cafeteira Elétrica;Entregue;3;344.85;18
26922;Camila Pereira;Brinquedos;LEGO Clássico;Entregue;5;228.82;2
26923;Camila Pereira;Brinquedos;Telescópio Infantil;Entregue;1;208.12;4
26924;Vanessa Sousa;Brinquedos;Kit de Ciências;Entregue;5;93.9;3
26925;Diego Fernandes;Eletrônicos;Mouse Sem Fio;Entregue;2;166.09;3
26926;Patrícia Rocha;Brinquedos;Violão Infantil;Em trânsito;5;178.37;6
26927;Diego Fernandes;Brinquedos;Carrinho de Controle Remoto;Entregue;4;237.9;5
26928;Bruno Alves;Esportes;Bicicleta Ergométrica;Em trânsito;4;2237.86;9
26929;Rafael Oliveira;Eletrônicos;Notebook;Entregue;3;4485.88;13
26930;Natália Barbosa;Esportes;Bicicleta Ergométrica;Entregue;4;2387.98;3
26931;Vanessa Sousa;Casa e Decoração;Espelho de Parede;Entregue;4;285.66;12
26932;Carlos Souza;Eletrônicos;Smartphone;Em trânsito;4;1537.26;6
26933;Eduardo Freitas;Casa e Decoração;Luminária de Mesa;Entregue;5;141.59;7
26934;Rafael Oliveira;Eletrônicos;Smartwatch;Entregue;3;806.5;15
26935;Matheus Borges;Casa e Decoração;Jogo de Cama;Em trânsito;2;218.02;9
26936;Fernanda Costa;Esportes;Luva de Boxe;Cancelado;2;164.56;7
26937;Fernanda Costa;Esportes;Kettlebell;Entregue;3;171.53;5
26938;Leandro Reis;Esportes;Raquete de Beach Tennis;Em trânsito;1;209.08;10
26939;Larissa Nunes;Brinquedos;Pelúcia;Entregue;2;73.54;10
26940;Letícia Moreira;Eletrônicos;Smartphone;Em trânsito;3;1347.2;4
26941;Bruno Alves;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;2;122.51;11
26942;Ana Lima;Eletrônicos;Smartphone;Em trânsito;5;1604.78;12
26943;Fernanda Costa;Esportes;Bicicleta Ergométrica;Entregue;1;2054.89;7
26944;Diego Fernandes;Brinquedos;Telescópio Infantil;Em trânsito;4;317.85;4
26945;Rafael Oliveira;Casa e Decoração;Tapete Sala;Entregue;5;255.14;14
26946;Carlos Souza;Esportes;Tapete de Yoga;Entregue;5;81.51;5
26947;Paulo Nascimento;Eletrônicos;Fone Bluetooth;Entregue;4;277.14;12
26948;Renato Cavalcante;Eletrônicos;Smart TV;Em trânsito;4;2255.93;15
26949;Bruno Alves;Eletrônicos;Webcam;Entregue;3;340.15;6
26950;Bruno Alves;Brinquedos;Carrinho de Controle Remoto;Em trânsito;4;113.23;6
26951;Fernanda Costa;Eletrônicos;Fone Bluetooth;Entregue;5;111.55;3
26952;Danilo Campos;Esportes;Tênis de Corrida;Entregue;5;468.48;9
26953;Larissa Nunes;Casa e Decoração;Cafeteira Elétrica;Entregue;3;434.85;6
26954;Ana Lima;Esportes;Bicicleta Ergométrica;Entregue;4;2207.26;7
26955;Aline Ferreira;Brinquedos;LEGO Clássico;Entregue;2;263.03;8
26956;Leandro Reis;Eletrônicos;Smart TV;Em trânsito;2;2127.9;11
26957;Thiago Santos;Esportes;Kettlebell;Entregue;4;278.53;6
26958;Débora Vieira;Eletrônicos;SSD Externo;Entregue;2;607.47;7
26959;Ana Lima;Brinquedos;Kit de Ciências;Em trânsito;5;178.91;5
26960;Letícia Moreira;Esportes;Bicicleta Ergométrica;Entregue;3;1622.66;3
26961;Ana Lima;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;747.97;5
26962;Rafael Oliveira;Casa e Decoração;Tapete Sala;Em trânsito;1;387.33;7
26963;Patrícia Rocha;Brinquedos;Violão Infantil;Entregue;5;316.78;2
26964;Juliana Martins;Eletrônicos;Smartwatch;Entregue;4;845.93;12
26965;Paulo Nascimento;Esportes;Bicicleta Ergométrica;Entregue;2;1503.7;2
26966;Felipe Gomes;Esportes;Bicicleta Ergométrica;Entregue;3;1645.37;3
26967;Tatiane Cunha;Eletrônicos;SSD Externo;Em trânsito;3;463.38;4
26968;Patrícia Rocha;Eletrônicos;Notebook;Entregue;4;3939.96;10
26969;Diego Fernandes;Esportes;Mochila de Hidratação;Entregue;4;127.36;9
26970;Diego Fernandes;Esportes;Tapete de Yoga;Entregue;1;109.2;11
26971;Juliana Martins;Eletrônicos;Caixa de Som Bluetooth;Entregue;2;139.87;15
26972;Débora Vieira;Eletrônicos;Fone Bluetooth;Em trânsito;3;258.47;11
26973;Ana Lima;Esportes;Halteres;Em trânsito;2;290.44;6
26974;Henrique Dias;Eletrônicos;Tablet;Entregue;3;1275.32;10
26975;Fernanda Costa;Brinquedos;Telescópio Infantil;Entregue;3;364.91;6
26976;Leandro Reis;Eletrônicos;Smartphone;Entregue;1;1436.27;11
26977;Diego Fernandes;Eletrônicos;Tablet;Cancelado;1;1839.99;4
26978;Diego Fernandes;Casa e Decoração;Jogo de Cama;Entregue;3;90.79;5
26979;Tatiane Cunha;Eletrônicos;SSD Externo;Cancelado;3;476.66;12
26980;Carlos Souza;Eletrônicos;Smart TV;Entregue;4;1840.95;15
26981;Isabela Mendes;Casa e Decoração;Jogo de Panelas;Em trânsito;4;412.27;17
26982;Ana Lima;Esportes;Raquete de Beach Tennis;Entregue;2;154.35;6
26983;Roberto Cardoso;Casa e Decoração;Conjunto de Toalhas;Entregue;1;188.4;4
26984;Bruno Alves;Eletrônicos;Smart TV;Entregue;2;2965.51;14
26985;Juliana Martins;Eletrônicos;Webcam;Entregue;3;202.79;6
26986;Carlos Souza;Eletrônicos;Smart TV;Em trânsito;5;2896.73;11
26987;Simone Castro;Esportes;Kettlebell;Entregue;4;115.99;2
26988;Rafael Oliveira;Eletrônicos;Fone Bluetooth;Entregue;3;299.58;12
26989;Larissa Nunes;Brinquedos;Kit de Ciências;Em trânsito;1;108.34;3
26990;Carlos Souza;Casa e Decoração;Luminária de Mesa;Entregue;5;137.29;8
26991;Patrícia Rocha;Brinquedos;LEGO Clássico;Em trânsito;4;223.46;4
26992;Camila Pereira;Casa e Decoração;Organizador de Gavetas;Em trânsito;2;48.87;14
26993;Letícia Moreira;Esportes;Halteres;Entregue;3;145.34;7
26994;Vanessa Sousa;Casa e Decoração;Difusor de Aromas;Entregue;2;62.19;13
26995;Sérgio Machado;Casa e Decoração;Difusor de Aromas;Em trânsito;1;119.26;16
26996;Bruno Alves;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;3;78.39;10
26997;Anderson Cruz;Casa e Decoração;Fritadeira Air Fryer;Entregue;4;413.48;13
26998;Ana Lima;Casa e Decoração;Quadro Decorativo;Entregue;3;129.74;5
26999;Juliana Martins;Eletrônicos;Notebook;Entregue;4;3101.32;11
27000;Rafael Oliveira;Eletrônicos;Smartphone;Entregue;5;1517.86;8
27001;Sérgio Machado;Brinquedos;Telescópio Infantil;Entregue;2;305.65;6
27002;Bianca Carvalho;Brinquedos;Patins;Entregue;3;148.64;4
27003;Marcelo Monteiro;Eletrônicos;Smartphone;Cancelado;1;1626.24;15
27004;Ana Lima;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;5;356.67;11
27005;Patrícia Rocha;Eletrônicos;Smartphone;Entregue;5;1606.64;10
27006;Ana Lima;Brinquedos;Kit de Ciências;Entregue;3;148.3;5
27007;Ana Lima;Eletrônicos;Notebook;Entregue;4;3816.51;7
27008;Sérgio Machado;Esportes;Bicicleta Ergométrica;Em trânsito;2;2119.28;5
27009;Simone Castro;Esportes;Mochila de Hidratação;Entregue;5;204.98;10
27010;Bruno Alves;Eletrônicos;Smart TV;Em trânsito;1;2876.22;8
27011;Willian Duarte;Eletrônicos;Smartphone;Entregue;5;1518.17;11
27012;Fernanda Costa;Casa e Decoração;Porta-Retratos;Cancelado;4;44.82;9
27013;Patrícia Rocha;Eletrônicos;Smartphone;Entregue;3;2251.82;11
27014;Rafael Oliveira;Brinquedos;Patins;Entregue;1;161.61;8
27015;Felipe Gomes;Esportes;Mochila de Hidratação;Entregue;5;170.67;8
27016;Juliana Martins;Eletrônicos;SSD Externo;Em trânsito;4;517.2;13
27017;Paulo Nascimento;Esportes;Luva de Boxe;Em trânsito;5;153.68;7
27018;Carlos Souza;Eletrônicos;Smart TV;Entregue;5;3172.99;14
27019;Bianca Carvalho;Eletrônicos;Tablet;Entregue;1;1773.46;5
27020;Roberto Cardoso;Casa e Decoração;Cafeteira Elétrica;Entregue;1;319.31;6
27021;Henrique Dias;Brinquedos;Telescópio Infantil;Em trânsito;2;241.26;9
27022;Paulo Nascimento;Eletrônicos;Teclado Mecânico;Entregue;2;319.32;5
27023;Carlos Souza;Esportes;Halteres;Entregue;1;242.4;11
27024;Patrícia Rocha;Eletrônicos;Fone Bluetooth;Em trânsito;1;130.75;9
27025;Carlos Souza;Casa e Decoração;Fritadeira Air Fryer;Entregue;1;534.83;3
27026;Patrícia Rocha;Esportes;Bicicleta Ergométrica;Entregue;4;2137.44;10
27027;Natália Barbosa;Eletrônicos;Smartphone;Entregue;5;2460.53;8
27028;Amanda Silva;Eletrônicos;Webcam;Em trânsito;4;273.88;10
27029;Ana Lima;Esportes;Bicicleta Ergométrica;Entregue;2;1172.12;9
27030;Rafael Oliveira;Casa e Decoração;Espelho de Parede;Entregue;2;247.96;14
27031;Patrícia Rocha;Casa e Decoração;Fritadeira Air Fryer;Entregue;1;611.57;11
27032;Rafael Oliveira;Casa e Decoração;Luminária de Mesa;Em trânsito;3;123.05;3
27033;Larissa Nunes;Casa e Decoração;Jogo de Panelas;Entregue;3;432.57;5
27034;Juliana Martins;Esportes;Kettlebell;Cancelado;5;228.63;2
27035;Patrícia Rocha;Eletrônicos;Notebook;Entregue;4;3729.07;15
27036;Aline Ferreira;Esportes;Bicicleta Ergométrica;Entregue;5;1642.72;6
27037;Thiago Santos;Brinquedos;Violão Infantil;Entregue;2;319.37;8
27038;Paulo Nascimento;Esportes;Garrafa Térmica;Entregue;5;137.58;8
27039;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Em trânsito;1;314.18;8
27040;Ana Lima;Eletrônicos;Tablet;Em trânsito;2;1457.92;14
27041;Claudia Ramos;Esportes;Bicicleta Ergométrica;Em trânsito;3;1218.91;5
27042;Ana Lima;Brinquedos;Pelúcia;Entregue;5;54.41;10
27043;Rafael Oliveira;Brinquedos;Pista de Carrinhos;Em trânsito;3;149.32;6
27044;Sérgio Machado;Casa e Decoração;Cafeteira Elétrica;Entregue;2;431.29;11
27045;Vanessa Sousa;Esportes;Raquete de Beach Tennis;Em trânsito;2;180.1;7
27046;Carlos Souza;Eletrônicos;Webcam;Entregue;1;255.59;10
27047;Henrique Dias;Casa e Decoração;Fritadeira Air Fryer;Cancelado;4;484.67;18
27048;Rafael Oliveira;Casa e Decoração;Cafeteira Elétrica;Cancelado;4;459.85;18
27049;Natália Barbosa;Brinquedos;Telescópio Infantil;Entregue;1;318.33;2
27050;Débora Vieira;Brinquedos;Violão Infantil;Entregue;2;296.75;4
27051;Patrícia Rocha;Esportes;Bola de Futebol;Entregue;2;185.67;3
27052;Carlos Souza;Esportes;Raquete de Beach Tennis;Entregue;4;374.64;9
27053;Bruno Alves;Eletrônicos;Smart TV;Cancelado;2;2918.27;13
27054;Renato Cavalcante;Brinquedos;Patins;Entregue;4;243.31;6
27055;Diego Fernandes;Eletrônicos;Tablet;Entregue;2;1324.2;4
27056;Carlos Souza;Esportes;Bicicleta Ergométrica;Entregue;1;2253.17;9
27057;Mariana Correia;Eletrônicos;Smartwatch;Entregue;2;462.24;12
27058;Camila Pereira;Esportes;Corda de Pular;Em trânsito;1;24.48;2
27059;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Entregue;2;1958.25;10
27060;Bruno Alves;Eletrônicos;Smartwatch;Entregue;4;985.49;13
27061;Roberto Cardoso;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;307.94;7
27062;Sabrina Melo;Eletrônicos;Smart TV;Em trânsito;5;2679.65;5
27063;Diego Fernandes;Brinquedos;Pista de Carrinhos;Entregue;1;187.58;7
27064;Fernanda Costa;Esportes;Bicicleta Ergométrica;Entregue;2;1453.7;10
27065;Patrícia Rocha;Eletrônicos;Notebook;Em trânsito;2;4410.44;12
27066;Rafael Oliveira;Esportes;Garrafa Térmica;Entregue;2;60.1;12
27067;Sabrina Melo;Casa e Decoração;Difusor de Aromas;Entregue;2;62.79;15
27068;Vanessa Sousa;Esportes;Luva de Boxe;Em trânsito;4;120.22;2
27069;Matheus Borges;Esportes;Halteres;Entregue;5;106.42;7
27070;Fábio Araújo;Eletrônicos;Smart TV;Entregue;3;3250.38;3
27071;Paulo Nascimento;Casa e Decoração;Jogo de Panelas;Cancelado;3;361.18;5
27072;Diego Fernandes;Eletrônicos;Mouse Sem Fio;Entregue;4;80.84;6
27073;Leandro Reis;Esportes;Halteres;Entregue;4;288.35;5
27074;Eduardo Freitas;Brinquedos;Violão Infantil;Cancelado;3;323.34;7
27075;Carlos Souza;Brinquedos;Violão Infantil;Entregue;5;349.42;7
27076;Ana Lima;Casa e Decoração;Tapete Sala;Em trânsito;1;286.92;12
27077;Bruno Alves;Esportes;Kettlebell;Entregue;2;302.06;7
27078;Patrícia Rocha;Eletrônicos;Carregador Portátil;Entregue;2;58.73;9
27079;Ana Lima;Esportes;Bicicleta Ergométrica;Entregue;1;1043.4;6
27080;Carlos Souza;Esportes;Garrafa Térmica;Entregue;5;58.67;12
27081;Ana Lima;Esportes;Tênis de Corrida;Cancelado;5;533.59;5
27082;Vanessa Sousa;Eletrônicos;Smart TV;Entregue;3;1781.25;14
27083;Marcelo Monteiro;Casa e Decoração;Jogo de Cama;Entregue;1;290.72;6
27084;Juliana Martins;Eletrônicos;Caixa de Som Bluetooth;Entregue;3;304.03;6
27085;Bianca Carvalho;Esportes;Mochila de Hidratação;Entregue;2;244.97;10
27086;Anderson Cruz;Casa e Decoração;Fritadeira Air Fryer;Em trânsito;4;754.78;9
27087;Rodrigo Batista;Eletrônicos;Smart TV;Entregue;5;2935.68;14
27088;Rafael Oliveira;Eletrônicos;Tablet;Entregue;5;1456.8;4
27089;Camila Pereira;Brinquedos;Carrinho de Controle Remoto;Entregue;4;308.25;3
27090;Bianca Carvalho;Eletrônicos;Smart TV;Entregue;4;2951.42;14
27091;Ana Lima;Eletrônicos;Carregador Portátil;Entregue;2;59.64;3
27092;Vera Andrade;Eletrônicos;Smart TV;Entregue;3;2647.19;12
27093;Paulo Nascimento;Eletrônicos;Tablet;Cancelado;5;1617.27;5
27094;Bruno Alves;Eletrônicos;Notebook;Entregue;4;3511.97;14
27095;Fernanda Costa;Eletrônicos;Notebook;Entregue;3;4424.39;5
27096;Rodrigo Batista;Eletrônicos;Smart TV;Cancelado;5;2889.7;9
27097;Vanessa Sousa;Eletrônicos;Webcam;Em trânsito;3;167.95;11
27098;Sabrina Melo;Brinquedos;Pista de Carrinhos;Entregue;2;202.39;4
27099;Carlos Souza;Eletrônicos;Smartphone;Entregue;2;2112.15;6
27100;Diego Fernandes;Brinquedos;Kit de Ciências;Entregue;1;163.82;5
27101;Mariana Correia;Eletrônicos;SSD Externo;Entregue;2;462.15;4
27102;Sérgio Machado;Eletrônicos;Smartphone;Em trânsito;2;1439.56;9
27103;Raquel Esteves;Eletrônicos;Notebook;Em trânsito;1;5354.98;15
27104;Vanessa Sousa;Casa e Decoração;Luminária de Mesa;Em trânsito;1;139.6;15
27105;Bruno Alves;Esportes;Tênis de Corrida;Entregue;3;377.14;12
27106;Diego Fernandes;Esportes;Corda de Pular;Em trânsito;5;23.67;3
27107;Ana Lima;Eletrônicos;Notebook;Em trânsito;4;2943.82;13
27108;Renato Cavalcante;Casa e Decoração;Difusor de Aromas;Entregue;3;133.4;12
27109;Willian Duarte;Eletrônicos;Smartphone;Entregue;4;2053.41;13
27110;Fernanda Costa;Brinquedos;LEGO Clássico;Entregue;4;240.79;10
27111;Patrícia Rocha;Casa e Decoração;Jogo de Panelas;Entregue;3;572.42;4
27112;Patrícia Rocha;Eletrônicos;Notebook;Entregue;1;4184.92;9
27113;Rafael Oliveira;Esportes;Tênis de Corrida;Em trânsito;2;202.71;2
27114;Sabrina Melo;Casa e Decoração;Fritadeira Air Fryer;Entregue;4;774.83;8
27115;Natália Barbosa;Esportes;Garrafa Térmica;Entregue;1;129.8;10
27116;Débora Vieira;Eletrônicos;SSD Externo;Entregue;2;482.88;7
27117;Rodrigo Batista;Esportes;Luva de Boxe;Em trânsito;3;148.64;5
27118;Rafael Oliveira;Casa e Decoração;Jogo de Cama;Entregue;2;203.44;16
27119;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Cancelado;2;691.94;5
27120;Fernanda Costa;Brinquedos;LEGO Clássico;Entregue;3;472.06;2
27121;Fernanda Costa;Casa e Decoração;Quadro Decorativo;Entregue;2;74.07;10
27122;Bruno Alves;Eletrônicos;Tablet;Entregue;5;1050.94;6
27123;Priscila Teixeira;Eletrônicos;Tablet;Em trânsito;1;1125.88;8
27124;Letícia Moreira;Eletrônicos;Fone Bluetooth;Entregue;3;290.4;13
27125;Rafael Oliveira;Eletrônicos;Smartwatch;Em trânsito;1;744.32;9
27126;Bruno Alves;Esportes;Bola de Futebol;Em trânsito;2;77.6;4
27127;Thiago Santos;Eletrônicos;Caixa de Som Bluetooth;Entregue;3;333.71;6
27128;Vinícius Lopes;Eletrônicos;Teclado Mecânico;Cancelado;1;382.55;6
27129;Rafael Oliveira;Eletrônicos;Fone Bluetooth;Entregue;4;207.22;5
27130;Ana Lima;Eletrônicos;Tablet;Cancelado;4;1849.82;12
27131;Carlos Souza;Esportes;Raquete de Beach Tennis;Entregue;4;358.04;11
27132;Raquel Esteves;Brinquedos;Violão Infantil;Entregue;3;316.8;4
27133;Rafael Oliveira;Eletrônicos;Smartphone;Em trânsito;4;1692.76;11
27134;Rodrigo Batista;Casa e Decoração;Luminária de Mesa;Cancelado;3;170.32;14
27135;Rafael Oliveira;Esportes;Tênis de Corrida;Cancelado;4;321.17;2
27136;Vanessa Sousa;Esportes;Bicicleta Ergométrica;Em trânsito;4;1678.48;12
27137;Débora Vieira;Eletrônicos;Smartphone;Entregue;1;1906.16;15
27138;Diego Fernandes;Eletrônicos;Teclado Mecânico;Entregue;5;212.05;12
27139;Fernanda Costa;Esportes;Bicicleta Ergométrica;Entregue;4;1578.39;8
27140;Fernanda Costa;Casa e Decoração;Cafeteira Elétrica;Entregue;5;494.1;17
27141;Fernanda Costa;Esportes;Garrafa Térmica;Entregue;3;145.27;4
27142;Rodrigo Batista;Casa e Decoração;Jogo de Panelas;Em trânsito;4;425.3;7
27143;Bruno Alves;Eletrônicos;Webcam;Entregue;4;304.09;11
27144;Carlos Souza;Casa e Decoração;Cafeteira Elétrica;Entregue;5;270.41;5
27145;Marcelo Monteiro;Eletrônicos;Notebook;Em trânsito;3;4478.2;9
27146;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Entregue;4;2187.44;3
27147;Anderson Cruz;Brinquedos;Boneca Articulada;Entregue;5;143.82;4
27148;Rafael Oliveira;Esportes;Mochila de Hidratação;Cancelado;5;170.97;11
27149;Amanda Silva;Brinquedos;LEGO Clássico;Entregue;3;278.47;3
27150;Ana Lima;Brinquedos;Kit de Ciências;Cancelado;4;152.67;10
27151;Ana Lima;Eletrônicos;Notebook;Entregue;5;3904.43;10
27152;Priscila Teixeira;Eletrônicos;Smart TV;Entregue;2;3060.06;14
27153;Aline Ferreira;Eletrônicos;Smartphone;Entregue;3;1616.69;7
27154;Bruno Alves;Brinquedos;LEGO Clássico;Entregue;4;184.73;8
27155;Vanessa Sousa;Casa e Decoração;Jogo de Cama;Em trânsito;5;284.87;8
27156;Carlos Souza;Eletrônicos;Notebook;Em trânsito;1;5386.8;8
27157;Marcelo Monteiro;Brinquedos;Pista de Carrinhos;Entregue;5;108.21;7
27158;Bruno Alves;Esportes;Bola de Futebol;Em trânsito;3;93.67;10
27159;Ana Lima;Eletrônicos;Tablet;Em trânsito;4;1184.23;13
27160;Fernanda Costa;Casa e Decoração;Difusor de Aromas;Em trânsito;1;84.18;5
27161;Fernanda Costa;Casa e Decoração;Tapete Sala;Em trânsito;3;189.73;4
27162;Renato Cavalcante;Casa e Decoração;Conjunto de Toalhas;Entregue;3;95.67;5
27163;Bruno Alves;Eletrônicos;Tablet;Entregue;2;1451.11;15
27164;Diego Fernandes;Brinquedos;Jogo de Tabuleiro;Entregue;3;96.28;2
27165;Eduardo Freitas;Eletrônicos;Carregador Portátil;Entregue;3;87.39;9
27166;Carlos Souza;Brinquedos;Kit de Ciências;Entregue;4;186.24;9
27167;Juliana Martins;Casa e Decoração;Jogo de Panelas;Em trânsito;3;460.01;3
27168;Larissa Nunes;Eletrônicos;Teclado Mecânico;Entregue;1;188.1;12
27169;Fernanda Costa;Casa e Decoração;Luminária de Mesa;Entregue;2;136.72;14
27170;Claudia Ramos;Casa e Decoração;Tapete Sala;Entregue;3;103.6;11
27171;Bianca Carvalho;Casa e Decoração;Cafeteira Elétrica;Entregue;4;198.78;16
27172;Fernanda Costa;Esportes;Tapete de Yoga;Em trânsito;3;90.35;6
27173;Patrícia Rocha;Esportes;Raquete de Beach Tennis;Entregue;5;173.09;11
27174;Rafael Oliveira;Esportes;Luva de Boxe;Entregue;2;150.68;12
27175;Diego Fernandes;Esportes;Bicicleta Ergométrica;Entregue;3;1698.35;7
27176;Rafael Oliveira;Eletrônicos;Smart TV;Em trânsito;1;2234.96;3
27177;Juliana Martins;Eletrônicos;Caixa de Som Bluetooth;Entregue;5;103.52;6
27178;Natália Barbosa;Esportes;Kettlebell;Em trânsito;1;127.75;3
27179;Ana Lima;Casa e Decoração;Jogo de Cama;Entregue;2;257.84;7
27180;Henrique Dias;Eletrônicos;Notebook;Entregue;3;5066.45;11
27181;Priscila Teixeira;Eletrônicos;Smartphone;Entregue;4;1784.6;4
27182;Sérgio Machado;Esportes;Bicicleta Ergométrica;Em trânsito;5;1655.82;6
27183;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Entregue;2;938.57;3
27184;Ana Lima;Eletrônicos;Notebook;Entregue;4;3459.32;13
27185;Sérgio Machado;Eletrônicos;Webcam;Entregue;2;192.33;9
27186;Fernanda Costa;Casa e Decoração;Fritadeira Air Fryer;Em trânsito;1;419.62;6
27187;Ana Lima;Eletrônicos;Smart TV;Cancelado;4;3081.67;10
27188;Carlos Souza;Eletrônicos;Smartphone;Entregue;3;1827.73;15
27189;Thiago Santos;Eletrônicos;Smart TV;Entregue;2;3104.42;11
27190;Flávia Azevedo;Eletrônicos;Teclado Mecânico;Cancelado;3;180.43;11
27191;Rafael Oliveira;Eletrônicos;Fone Bluetooth;Entregue;1;348.82;3
27192;Amanda Silva;Eletrônicos;Notebook;Entregue;5;5172.75;10
27193;Diego Fernandes;Brinquedos;Violão Infantil;Entregue;5;219.64;2
27194;Camila Pereira;Casa e Decoração;Jogo de Panelas;Entregue;5;406.12;11
27195;Patrícia Rocha;Casa e Decoração;Porta-Retratos;Cancelado;3;38.66;15
27196;Paulo Nascimento;Esportes;Bicicleta Ergométrica;Entregue;2;920.74;2
27197;Bruno Alves;Eletrônicos;Tablet;Entregue;2;1114.68;3
27198;Natália Barbosa;Brinquedos;Quebra-Cabeça 1000 peças;Em trânsito;2;100.27;6
27199;Bruno Alves;Esportes;Raquete de Beach Tennis;Cancelado;4;131.25;4
27200;Eduardo Freitas;Casa e Decoração;Jogo de Panelas;Entregue;3;263.8;10
27201;Carlos Souza;Casa e Decoração;Difusor de Aromas;Entregue;3;108.95;5
27202;Sérgio Machado;Brinquedos;Pista de Carrinhos;Entregue;5;129.84;5
27203;Tatiane Cunha;Esportes;Tênis de Corrida;Em trânsito;5;201.91;12
27204;Fernanda Costa;Esportes;Bicicleta Ergométrica;Entregue;3;805.71;11
27205;Ana Lima;Esportes;Raquete de Beach Tennis;Entregue;2;225.28;12
27206;Lucas Ribeiro;Esportes;Mochila de Hidratação;Entregue;5;228.84;8
27207;Flávia Azevedo;Esportes;Luva de Boxe;Entregue;5;217.17;9
27208;Willian Duarte;Brinquedos;Patins;Em trânsito;4;107.8;9
27209;Felipe Gomes;Casa e Decoração;Porta-Retratos;Entregue;5;55.47;5
27210;Patrícia Rocha;Eletrônicos;Smartphone;Em trânsito;2;1840.61;7
27211;Roberto Cardoso;Casa e Decoração;Jogo de Cama;Entregue;3;199.83;16
27212;Isabela Mendes;Esportes;Kettlebell;Entregue;1;287.5;12
27213;Fernanda Costa;Brinquedos;Boneca Articulada;Entregue;4;136.13;8
27214;Carlos Souza;Casa e Decoração;Cafeteira Elétrica;Entregue;3;367.83;11
27215;Henrique Dias;Esportes;Garrafa Térmica;Em trânsito;2;97.86;12
27216;Larissa Nunes;Casa e Decoração;Organizador de Gavetas;Cancelado;2;80.23;6
27217;Letícia Moreira;Brinquedos;Telescópio Infantil;Em trânsito;4;335.4;7
27218;Patrícia Rocha;Brinquedos;Pista de Carrinhos;Entregue;4;224.78;2
27219;Rafael Oliveira;Esportes;Bermuda Esportiva;Cancelado;4;93.53;2
27220;Flávia Azevedo;Eletrônicos;Smart TV;Em trânsito;2;1999.35;8
27221;Mariana Correia;Casa e Decoração;Cafeteira Elétrica;Entregue;4;448.03;3
27222;Leandro Reis;Esportes;Bicicleta Ergométrica;Entregue;5;921.91;4
27223;Débora Vieira;Esportes;Tênis de Corrida;Cancelado;5;462.98;10
27224;Rafael Oliveira;Esportes;Luva de Boxe;Entregue;4;216.81;4
27225;Patrícia Rocha;Esportes;Luva de Boxe;Entregue;5;193.99;3
27226;Rafael Oliveira;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;1;306.23;15
27227;Rafael Oliveira;Eletrônicos;Smartphone;Em trânsito;2;1337.06;9
27228;Patrícia Rocha;Esportes;Kettlebell;Entregue;1;152.99;9
27229;Carlos Souza;Eletrônicos;Notebook;Entregue;4;3431.16;8
27230;Letícia Moreira;Brinquedos;Violão Infantil;Entregue;2;393.36;6
27231;Rafael Oliveira;Brinquedos;Massinha de Modelar;Entregue;5;37.99;3
27232;Fernanda Costa;Eletrônicos;Smart TV;Cancelado;1;2034.47;5
27233;Roberto Cardoso;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;746.03;16
27234;Patrícia Rocha;Brinquedos;Kit de Ciências;Entregue;2;119.63;5
27235;Diego Fernandes;Eletrônicos;Tablet;Em trânsito;3;1784.27;8
27236;Diego Fernandes;Esportes;Tapete de Yoga;Entregue;3;43.25;10
27237;Camila Pereira;Eletrônicos;Smartwatch;Entregue;2;682.28;4
27238;Juliana Martins;Brinquedos;Carrinho de Controle Remoto;Entregue;5;340.36;8
27239;Diego Fernandes;Eletrônicos;Notebook;Entregue;1;4633.87;8
27240;Thiago Santos;Esportes;Tênis de Corrida;Em trânsito;3;404.63;11
27241;Carlos Souza;Eletrônicos;Smartphone;Cancelado;1;2463.61;5
27242;Bruno Alves;Casa e Decoração;Espelho de Parede;Em trânsito;5;302.37;6
